,SetID,Number,Variant,ThemeGroup,Theme,Year,Name,Minifigs,Pieces,Image,ImageFilename
4383,2424,5034,1,Miscellaneous,Service Packs,1987,Light and Sound 1 x 2 Lighting Brick and 4 Colour Globes,,5.0,True,5034-1
4384,2425,5035,1,Miscellaneous,Service Packs,1987,Town Siren,,1.0,True,5035-1
4385,2426,5036,1,Miscellaneous,Service Packs,1987,Space Siren,,1.0,True,5036-1
4386,2427,5037,1,Miscellaneous,Service Packs,1989,Current-Carrying Bricks 9V Assorted Sizes,,9.0,True,5037-1
4387,2428,5038,1,Miscellaneous,Service Packs,1989,Battery Box 9V Electric System,,1.0,True,5038-1
4388,2429,5039,1,Miscellaneous,Service Packs,1989,Monorail Stop / Reverse Switch,,3.0,True,5039-1
4389,2431,5040,1,Miscellaneous,Service Packs,1989,Monorail Motor 9 V,,1.0,True,5040-1
4390,2432,5041,1,Miscellaneous,Service Packs,1989,Space Track Connector Lead 9V (10 cm),,1.0,True,5041-1
4391,2433,5042,1,Miscellaneous,Service Packs,1991,"Space Light and Radar Plates, Disks and Cones (Transparent Lights)",,50.0,True,5042-1
4392,2434,5043,1,Miscellaneous,Service Packs,1991,"Mini Antennas, Control Sticks and Antennas",,26.0,True,5043-1
4393,2435,5044,1,Miscellaneous,Service Packs,1991,Harbour Base with Slipway,,3.0,True,5044-1
4394,2436,5045,1,Miscellaneous,Service Packs,1991,"Magnets, Magnet Holders",,12.0,True,5045-1
4395,2437,5046,1,Miscellaneous,Service Packs,1991,"Wheels, Tyres and Spring Suspension",,10.0,True,5046-1
4396,2438,5047,1,Miscellaneous,Service Packs,1993,"Hinges, Couplings and Turntables",,27.0,True,5047-1
4397,2439,5048,1,Miscellaneous,Service Packs,1993,Town Accessories,,36.0,True,5048-1
4398,2440,5049,1,Miscellaneous,Service Packs,1993,Transparent Windows and Bricks,,8.0,True,5049-1
4399,2441,5050,1,Miscellaneous,Service Packs,1993,Aeroplane Accessories,,27.0,True,5050-1
4400,2442,5051,1,Miscellaneous,Service Packs,1993,"Windscreens, Seats and Steering Wheels",,14.0,True,5051-1
4401,2443,5052,1,Miscellaneous,Service Packs,1993,Antennas and Control Sticks,,39.0,True,5052-1
4402,2444,5053,1,Miscellaneous,Service Packs,1993,"Small Plates with Tool Holders, Disks and Cones (Transparent Bricks)",,76.0,True,5053-1
4403,2445,5054,1,Miscellaneous,Service Packs,1993,Decorated Elements,,28.0,True,5054-1
4404,2446,5055,1,Miscellaneous,Service Packs,1993,Magnets and Magnet Holders,,12.0,True,5055-1
4405,2447,5056,1,Miscellaneous,Service Packs,1993,Space Elements,,37.0,True,5056-1
4406,2448,5057,1,Miscellaneous,Service Packs,1993,Space Accessories,,27.0,True,5057-1
4407,2449,5058,1,Miscellaneous,Service Packs,1993,Pirate Accessories,,24.0,True,5058-1
4408,2450,5059,1,Miscellaneous,Service Packs,1993,Castle Accessories,,30.0,True,5059-1
4409,2451,5060,1,Miscellaneous,Service Packs,1993,2 Pirate Cannons and 12 Cannon Balls,,16.0,True,5060-1
4410,2452,5061,1,Miscellaneous,Service Packs,1987,Train Connector Leads 25 and 75 cm,,6.0,True,5061-1
4411,2453,5062,1,Miscellaneous,Service Packs,1987,Shunting Trip Posts and Signal 4.5V,,4.0,True,5062-1
4412,2454,5063,1,Miscellaneous,Service Packs,1987,Power Supply Rail for 12V Trains,,1.0,True,5063-1
4413,2455,5064,1,Miscellaneous,Service Packs,1987,Locomotive Wheels for Battery Train,,8.0,True,5064-1
4414,2456,5065,1,Miscellaneous,Service Packs,1987,Two-Way Plugs and Cable 3.0 m,,11.0,True,5065-1
4415,2457,5066,1,Miscellaneous,Service Packs,1987,Buffer Sets and Couplings,,6.0,True,5066-1
4416,2458,5067,1,Miscellaneous,Service Packs,1987,Rubber Wheel Rims,,8.0,True,5067-1
4417,2459,5068,1,Miscellaneous,Service Packs,1987,Locomotive Base Plate with Couplings (Motor Frame),,5.0,True,5068-1
4418,2460,5069,1,Miscellaneous,Service Packs,1987,2 Lighting Bricks 12V,,2.0,True,5069-1
4419,2462,5070,1,Miscellaneous,Service Packs,1987,"Wheel Sets Small, Black",,2.0,True,5070-1
4420,2463,5071,1,Miscellaneous,Service Packs,1987,"Wheel Sets Large, Red",,2.0,True,5071-1
4421,2464,5072,1,Miscellaneous,Service Packs,1987,Long Wagon or Carriage Base 6 x 28,,1.0,True,5072-1
4422,2465,5073,1,Miscellaneous,Service Packs,1987,Light Transmitting Elements,,7.0,True,5073-1
4423,2466,5074,1,Miscellaneous,Service Packs,1987,Bogie Plates,,2.0,True,5074-1
4424,2467,5075,1,Miscellaneous,Service Packs,1987,Tender 4.5V Battery Red. For Trains with Battery Motor 810,,2.0,True,5075-1
4425,2468,5076,1,Miscellaneous,Service Packs,1990,Plates 2 x 8 White,,6.0,True,5076-1
4426,2469,5077,1,Miscellaneous,Service Packs,1989,Sliding Gates and Rails,,6.0,True,5077-1
4427,2470,5078,1,Miscellaneous,Service Packs,1993,Crane Accessories (Container Crane Set),,15.0,True,5078-1
4428,2471,5079,1,Miscellaneous,Service Packs,1989,Change-Over Unit 12V,,1.0,True,5079-1
4429,2473,5080,1,Miscellaneous,Service Packs,1989,Remote Control for Points 12V,,1.0,True,5080-1
4430,2474,5081,1,Miscellaneous,Service Packs,1989,Remote Control for Signal 12V,,1.0,True,5081-1
4431,2475,5082,1,Miscellaneous,Service Packs,1989,Flashlight Unit 12V,,1.0,True,5082-1
4432,2476,5083,1,Miscellaneous,Service Packs,1989,Remote Control for Crossing 12V,,1.0,True,5083-1
4433,2477,5084,1,Miscellaneous,Service Packs,1989,Lighting Bricks 12V for Signals,,1.0,True,5084-1
4434,2478,5085,1,Miscellaneous,Service Packs,1989,Insulating Track Plus Socket 12V (Isolating Rail),,1.0,True,5085-1
4435,27566,5086,1,Miscellaneous,Service Packs,1993,12V Motor,,1.0,True,5086-1
4436,2479,5087,1,Miscellaneous,Service Packs,1996,Duplo Toolo Wrench,,1.0,True,5087-1
4437,2480,5088,1,Miscellaneous,Service Packs,1995,Duplo Long Beams 2 x 8 Red and Yellow,,4.0,True,5088-1
4438,2481,5089,1,Miscellaneous,Service Packs,1996,"Duplo Family, African American",6.0,5.0,True,5089-1
4439,2482,5090,1,Miscellaneous,Service Packs,1996,"Duplo Family, Asian",6.0,5.0,True,5090-1
4440,2483,5091,1,Miscellaneous,Service Packs,1996,"Duplo Family, Hispanic",6.0,5.0,True,5091-1
4441,2484,5092,1,Miscellaneous,Service Packs,1994,Two Duplo Sleeping Bags,,2.0,True,5092-1
4442,2485,5093,1,Miscellaneous,Service Packs,1993,Duplo Battery Train with Polarity Switch,,5.0,True,5093-1
4443,2486,5094,1,Miscellaneous,Service Packs,1994,Duplo Window and Shower Curtains,,3.0,True,5094-1
4444,2487,5095,1,Miscellaneous,Service Packs,1989,Duplo Fences,,5.0,True,5095-1
4445,2488,5096,1,Miscellaneous,Service Packs,1989,Duplo Millstone and Millwing,,2.0,True,5096-1
4446,2489,5097,1,Miscellaneous,Service Packs,1992,Duplo Sleeping Bags,,3.0,True,5097-1
4447,2490,5098,1,Miscellaneous,Service Packs,1992,Duplo Toolo Screwdriver,,1.0,True,5098-1
4448,2491,5099,1,Miscellaneous,Service Packs,1991,Pneumatic Valves,,1.0,True,5099-1
4449,2494,5100,1,Miscellaneous,Service Packs,1987,Battery Box (Tube) 4.5V,,1.0,True,5100-1
4450,2495,5101,1,Miscellaneous,Service Packs,1987,Motor 4.5V,,1.0,True,5101-1
4451,2496,5102,1,Miscellaneous,Service Packs,1987,Pneumatic Tube Black and Grey 60 and 100 cm,,2.0,True,5102-1
4452,2497,5103,1,Miscellaneous,Service Packs,1987,Pneumatic Spring Cylinder 48 mm Red,,1.0,True,5103-1
4453,2498,5104,1,Miscellaneous,Service Packs,1987,Pneumatic Piston Cylinder 48 mm Yellow,,1.0,True,5104-1
4454,2499,5105,1,Miscellaneous,Service Packs,1987,Pneumatic Piston Cylinder 64 mm Yellow,,1.0,True,5105-1
4455,2500,5106,1,Miscellaneous,Service Packs,1987,Two-Way Valve and Non-Return Valve,,2.0,True,5106-1
4456,2501,5107,1,Miscellaneous,Service Packs,1989,Pneumatic Pump Cylinder 48 mm,,1.0,True,5107-1
4457,2502,5108,1,Miscellaneous,Service Packs,1989,Double-Acting Pneumatic Piston Cylinder 48 mm,,1.0,True,5108-1
4458,2503,5109,1,Miscellaneous,Service Packs,1989,Pneumatic Tubing and T-Junctions,,6.0,True,5109-1
4459,2504,5110,1,Miscellaneous,Service Packs,1990,"Cross Axles, Nuts",,26.0,True,5110-1
4460,4927,5110,2,Miscellaneous,Service Packs,1996,Pneumatic Value Pack,,9.0,False,
4461,2505,5111,1,Miscellaneous,Service Packs,1990,Plates 2 x 2 with Wire 128 cm 9V,,1.0,True,5111-1
4462,2506,5112,1,Miscellaneous,Service Packs,1990,"Loading Grabs, Crane Hook",,3.0,True,5112-1
4463,2507,5113,1,Miscellaneous,Service Packs,1990,Propeller,,1.0,True,5113-1
4464,2508,5114,1,Miscellaneous,Service Packs,1991,Motor 9V,,1.0,True,5114-1
4465,2509,5115,1,Miscellaneous,Service Packs,1991,Battery Box 9V,,1.0,True,5115-1
4466,2510,5116,1,Miscellaneous,Service Packs,1992,Pneumatic Piston Cylinder 32 mm,,1.0,True,5116-1
4467,2511,5117,1,Miscellaneous,Service Packs,1993,Compressor Pump for 8868,,7.0,True,5117-1
4468,2512,5118,1,Miscellaneous,Service Packs,1991,Flex System Elements,,35.0,True,5118-1
4469,2513,5119,1,Miscellaneous,Service Packs,1993,Micro Motor 9V,,4.0,True,5119-1
4470,2514,5120,1,Miscellaneous,Service Packs,1993,Polarity Reversal Switch for 8082 (9V),,3.0,True,5120-1
4471,2515,5121,1,Miscellaneous,Service Packs,1994,Decorated Elements,,29.0,True,5121-1
4472,2516,5122,1,Miscellaneous,Service Packs,1994,Pirate Accessories,,22.0,True,5122-1
4473,2517,5124,1,Miscellaneous,Service Packs,1994,Wheels and Bearings,,28.0,True,5124-1
4474,2518,5125,1,Miscellaneous,Service Packs,1995,Space Port Accessories (Launch Command Accessories),,31.0,True,5125-1
4475,2519,5126,1,Miscellaneous,Service Packs,1995,Crane and Digger Accessories,,18.0,True,5126-1
4476,2520,5127,1,Miscellaneous,Service Packs,1995,Antennas and Control Sticks,,37.0,True,5127-1
4477,2521,5128,1,Miscellaneous,Service Packs,1996,"Transparent Plates, Bricks, Toolholders",,80.0,True,5128-1
4478,2522,5129,1,Miscellaneous,Service Packs,1996,Space Accessories (Exploriens),,25.0,True,5129-1
4479,2523,5130,1,Miscellaneous,Service Packs,1996,"Windows, Seats, Steering Wheels",,14.0,True,5130-1
4480,2524,5131,1,Miscellaneous,Service Packs,1996,"Hinges, Couplings, Turntables",,27.0,True,5131-1
4481,2525,5132,1,Miscellaneous,Service Packs,1995,"Wheels, Bearings and Suspension",,32.0,True,5132-1
4482,2526,5133,1,Miscellaneous,Service Packs,1996,Town Accessories,,47.0,True,5133-1
4483,2527,5134,1,Miscellaneous,Service Packs,1995,Pirate Cannons with Wheels,,28.0,True,5134-1
4484,2528,5135,1,Miscellaneous,Service Packs,1995,Castle Accessories,,30.0,True,5135-1
4485,2529,5136,1,Miscellaneous,Service Packs,1995,Belville Accessories,,10.0,True,5136-1
4486,2530,5137,1,Miscellaneous,Service Packs,1994,Town Accessories,,44.0,True,5137-1
4487,2531,5138,1,Miscellaneous,Service Packs,1994,Castle Accessories,,35.0,True,5138-1
4488,2532,5139,1,Miscellaneous,Service Packs,1994,Pirate Cannon and Wheels,,28.0,True,5139-1
4489,2533,5140,1,Miscellaneous,Service Packs,1996,Basic Bricks Red,,62.0,True,5140-1
4490,2534,5141,1,Miscellaneous,Service Packs,1996,Basic Bricks Blue,,62.0,True,5141-1
4491,2535,5142,1,Miscellaneous,Service Packs,1996,Basic Bricks White,,62.0,True,5142-1
4492,2536,5143,1,Miscellaneous,Service Packs,1996,Basic Bricks Yellow,,62.0,True,5143-1
4493,2537,5144,1,Miscellaneous,Service Packs,1996,Basic Bricks Black,,62.0,True,5144-1
4494,2538,5145,1,Miscellaneous,Service Packs,1996,Basic Bricks Grey,,62.0,True,5145-1
4495,2539,5146,1,Miscellaneous,Service Packs,1996,Plates Assorted Blue,,42.0,False,
4496,2540,5147,1,Miscellaneous,Service Packs,1996,Plates Assorted Red,,42.0,False,
4497,2541,5148,1,Miscellaneous,Service Packs,1987,Wheels and Tyres,,40.0,False,
4498,2542,5149,1,Miscellaneous,Service Packs,1996,Doors and Windows,,38.0,True,5149-1
4499,2544,5150,1,Miscellaneous,Service Packs,1990,Pirate Accessories,,27.0,True,5150-1
4500,2545,5151,1,Miscellaneous,Service Packs,1996,Roof Bricks Steep 45 Degrees Red,,59.0,True,5151-1
4501,2546,5152,1,Miscellaneous,Service Packs,1996,Roof Bricks Shallow 25 Degrees Red,,60.0,True,5152-1
4502,2547,5153,1,Miscellaneous,Service Packs,1991,Plane Accessories,,23.0,True,5153-1
4503,2548,5154,1,Miscellaneous,Service Packs,1991,Decorated Elements,,26.0,True,5154-1
4504,2549,5155,1,Miscellaneous,Service Packs,1991,"Sloping Frames, Space Wings, Motors and Seats",,19.0,True,5155-1
4505,2550,5156,1,Miscellaneous,Service Packs,1991,Transparent Bricks,,17.0,True,5156-1
4506,2551,5157,1,Miscellaneous,Service Packs,1991,Town and Space Tools,,32.0,True,5157-1
4507,2552,5158,1,Miscellaneous,Service Packs,1991,Runway T-Junction and Circle Base Plates,,2.0,True,5158-1
4508,2553,5159,1,Miscellaneous,Service Packs,1991,Two Straight Airport Runways,,2.0,True,5159-1
4509,2554,5160,1,Miscellaneous,Service Packs,1995,Aquazone Accessories,,18.0,True,5160-1
4510,2555,5161,1,Miscellaneous,Service Packs,1987,16 Inverted Slope Bricks,,16.0,True,5161-1
4511,2556,5162,1,Miscellaneous,Service Packs,1987,6 Fences and 2 Gates,,10.0,True,5162-1
4512,2557,5163,1,Miscellaneous,Service Packs,1987,"2 Turntables 4 x 4, 2 Turntables 2 x 2",,4.0,True,5163-1
4513,2558,5164,1,Miscellaneous,Service Packs,1991,"Hinges, Turntables and Couplings",,17.0,True,5164-1
4514,2559,5165,1,Miscellaneous,Service Packs,1991,"Hinges, Couplings and Tilting Bearings",,31.0,True,5165-1
4515,2560,5166,1,Miscellaneous,Service Packs,1991,"Lamp Holders, Tool Holder Plates",,18.0,True,5166-1
4516,2561,5167,1,Miscellaneous,Service Packs,1987,"4 Hinges, 4 Tilting Bearings",,16.0,False,
4517,2562,5168,1,Miscellaneous,Service Packs,1987,Digger Bucket Assembly,,4.0,True,5168-1
4518,2563,5169,1,Miscellaneous,Service Packs,1987,Crane Set Assembly,,7.0,True,5169-1
4519,2564,5171,1,Miscellaneous,Service Packs,1987,Decorated Elements,,28.0,True,5171-1
4520,2565,5172,1,Miscellaneous,Service Packs,1987,"Round Bricks, Rocket Noses and Tails",,30.0,True,5172-1
4521,2566,5173,1,Miscellaneous,Service Packs,1987,"Space Wings, Sloping Frames, Space Motors and Seats",,19.0,True,5173-1
4522,2567,5174,1,Miscellaneous,Service Packs,1987,Wheels and Bearings (Grooved Tyres and Hubs),,28.0,True,5174-1
4523,2568,5175,1,Miscellaneous,Service Packs,1987,Space Equipment,,26.0,True,5175-1
4524,2569,5176,1,Miscellaneous,Service Packs,1987,Transparent Bricks,,19.0,True,5176-1
4525,2570,5177,1,Miscellaneous,Service Packs,1987,Town and Space Tools,,35.0,True,5177-1
4526,2571,5178,1,Miscellaneous,Service Packs,1987,Plane Accessories,,23.0,True,5178-1
4527,2572,5179,1,Miscellaneous,Service Packs,1987,Hinges and Couplings,,24.0,True,5179-1
4528,2573,5180,1,Miscellaneous,Service Packs,1987,Airport T-Junction and Circle Base Plates,,2.0,True,5180-1
4529,2574,5181,1,Miscellaneous,Service Packs,1987,Two Straight Airport Runways,,2.0,True,5181-1
4530,2575,5182,1,Miscellaneous,Service Packs,1989,Hinges and Couplings,,15.0,True,5182-1
4531,2576,5183,1,Miscellaneous,Service Packs,1989,Hinges and Tilting Bearings,,30.0,True,5183-1
4532,2577,5184,1,Miscellaneous,Service Packs,1989,Castle Elements,,34.0,True,5184-1
4533,2578,5185,1,Miscellaneous,Service Packs,1990,Dustbins with Lids,,8.0,True,5185-1
4534,2579,5186,1,Miscellaneous,Service Packs,1989,Low Fences,,10.0,True,5186-1
4535,2580,5187,1,Miscellaneous,Service Packs,1989,"Bricks with Groove, Garage Panels",,26.0,True,5187-1
4536,2581,5188,1,Miscellaneous,Service Packs,1989,"Seats, Steering Wheels and Windscreens",,10.0,True,5188-1
4537,2582,5189,1,Miscellaneous,Service Packs,1989,Ladders / Stairs,,16.0,True,5189-1
4538,2583,5190,1,Miscellaneous,Service Packs,1989,Seats and Windscreens,,7.0,True,5190-1
4539,2584,5191,1,Miscellaneous,Service Packs,1990,Balloon Tyres,,4.0,True,5191-1
4540,2585,5192,1,Miscellaneous,Service Packs,1989,Cypress Trees,,2.0,True,5192-1
4541,2586,5193,1,Miscellaneous,Service Packs,1989,Sloping Frames,,6.0,True,5193-1
4542,2587,5194,1,Miscellaneous,Service Packs,1989,Forklift Truck and Hinge Plates,,3.0,True,5194-1
4543,2588,5195,1,Miscellaneous,Service Packs,1989,Assorted Arches,,6.0,True,5195-1
4544,2589,5196,1,Miscellaneous,Service Packs,1989,"Crane, Crane Hooks and Ladders",,5.0,True,5196-1
4545,2590,5197,1,Miscellaneous,Service Packs,1989,"Lamp Holders, Tool Holder Plates",,24.0,True,5197-1
4546,2591,5198,1,Miscellaneous,Service Packs,1989,"Small Plates, Disks and Cones",,56.0,True,5198-1
4547,2592,5199,1,Miscellaneous,Service Packs,1990,"Mini Antennas, Assorted Sticks and Antennas",,32.0,True,5199-1
4548,2595,5200,1,Miscellaneous,Service Packs,1988,Signal Masts and Base Supports,,8.0,True,5200-1
4549,2596,5201,1,Miscellaneous,Service Packs,1997,Angle Bricks Assorted,,20.0,True,5201-1
4550,2597,5202,1,Miscellaneous,Service Packs,1997,"Angle Beams, Red and Blue",,8.0,True,5202-1
4551,2598,5203,1,Miscellaneous,Service Packs,1999,Technic Alloy Wheels (and Tyres),,4.0,True,5203-1
4552,2599,5204,1,Miscellaneous,Service Packs,1999,Technic Competition Accessories,,11.0,True,5204-1
4553,2600,5205,1,Miscellaneous,Service Packs,1999,Technic Wheels and Rubber Bands,,14.0,True,5205-1
4554,2601,5206,1,Technical,Technic,2000,Speed Computer,,19.0,True,5206-1
4555,2602,5211,1,Pre-school,Explore,2003,Explore Half Strata Box,,110.0,True,5211-1
4556,2603,5212,1,Pre-school,Explore,2003,Explore Strata,,139.0,True,5212-1
4557,2604,5213,1,Pre-school,Explore,2003,Big Bricks Box,,140.0,True,5213-1
4558,2605,5215,1,Miscellaneous,Service Packs,1999,Green Bricks Assorted,,62.0,True,5215-1
4559,2606,5216,1,Miscellaneous,Service Packs,1999,Black Roof Bricks Assorted,,57.0,True,5216-1
4560,2607,5217,1,Miscellaneous,Service Packs,1999,Black Plates Assorted,,42.0,True,5217-1
4561,2608,5218,1,Technical,Technic,2000,Pneumatic Pack,,147.0,True,5218-1
4562,2609,5219,1,Technical,Technic,2000,Silver Wheel Multi Pack,,28.0,True,5219-1
4563,2611,5220,1,Technical,Technic,2000,Vehicle Styling Pack,,221.0,True,5220-1
4564,2612,5221,1,Technical,Technic,2000,Motorised Base Pack,,55.0,True,5221-1
4565,2613,5222,1,Technical,Technic,2000,Vehicle Chassis Pack,,137.0,True,5222-1
4566,2614,5223,1,Technical,Technic,2001,Wind-Up Motor,,41.0,True,5223-1
4567,2615,5225,1,Miscellaneous,Service Packs,1998,Technic Geared Motor,,1.0,True,5225-1
4568,2616,5226,1,Miscellaneous,Service Packs,1998,Technic Assorted Cross Axles,,18.0,True,5226-1
4569,2617,5227,1,Miscellaneous,Service Packs,1997,Fibre Optic Cables,,8.0,True,5227-1
4570,2618,5228,1,Miscellaneous,Service Packs,1997,"Technic Beams and Plates with Holes, Black",,26.0,True,5228-1
4571,2619,5229,1,Miscellaneous,Service Packs,1997,Technic Gear Wheels and Differential Housing,,23.0,True,5229-1
4572,2621,5230,1,Pre-school,Explore,2003,Yellow Tub,,100.0,False,
4573,2622,5231,1,Miscellaneous,Service Packs,1987,20 Technic Beams and Plates Yellow,,20.0,True,5231-1
4574,2623,5232,1,Miscellaneous,Service Packs,1987,20 Technic Beams and Plates Blue,,18.0,True,5232-1
4575,2625,5233,1,Vintage themes,Homemaker,1980,Bedroom,1.0,26.0,True,5233-2
4576,2624,5233,2,Miscellaneous,Service Packs,1993,Small Beams and Plates,,26.0,False,
4577,2626,5234,1,Miscellaneous,Service Packs,1987,20 Technic Beams and Plates Black,,20.0,True,5234-1
4578,2627,5235,1,Miscellaneous,Service Packs,1993,10 Large Technic Beams Black,,10.0,True,5235-1
4579,9816,5235,2,Vintage themes,Homemaker,1982,Schoolroom,,231.0,True,5235-2
4580,2628,5236,1,Miscellaneous,Service Packs,1987,8 Technic Beams Blue,,8.0,True,5236-1
4581,2629,5237,1,Miscellaneous,Service Packs,1987,8 Technic Beams Black,,8.0,True,5237-1
4582,2630,5238,1,Miscellaneous,Service Packs,1987,8 Technic Beams Red,,8.0,True,5238-1
4583,2631,5239,1,Miscellaneous,Service Packs,1987,34 Cross Axles,,34.0,True,5239-1
4584,2633,5240,1,Miscellaneous,Service Packs,1987,6 Wheel Hubs and Tyres 24 mm (4) and 43 mm (2),,12.0,True,5240-1
4585,2634,5241,1,Miscellaneous,Service Packs,1987,"Gear Rack and Wheels, Wedge-Belt and Crown Wheels",,20.0,True,5241-1
4586,2635,5242,1,Miscellaneous,Service Packs,1987,Differential Housing and Steering Elements,,19.0,True,5242-1
4587,2636,5243,1,Miscellaneous,Service Packs,1987,70 Chain Links,,70.0,True,5243-1
4588,2637,5244,1,Miscellaneous,Service Packs,1987,54 Crawler Track Links,,54.0,True,5244-1
4589,2638,5245,1,Miscellaneous,Service Packs,1994,"Universal Joint, Differential Housing and Gear Wheels",,6.0,True,5245-1
4590,2639,5246,1,Miscellaneous,Service Packs,1987,2 Tyres and Hubs 81 mm,,4.0,True,5246-1
4591,2640,5247,1,Miscellaneous,Service Packs,1987,"Bushes, Piston Rods and Toggle Joints",,66.0,True,5247-1
4592,2641,5248,1,Miscellaneous,Service Packs,1987,2 Tyres and Hubs 62 mm,,4.0,True,5248-1
4593,2642,5249,1,Miscellaneous,Service Packs,1987,20 Technic Beams and Plates Red,,20.0,True,5249-1
4594,2644,5250,1,Miscellaneous,Service Packs,1987,8 Technic Beams Yellow,,8.0,True,5250-1
4595,2645,5251,1,Miscellaneous,Service Packs,1989,Shock Absorbers Small,,4.0,True,5251-1
4596,2646,5252,1,Miscellaneous,Service Packs,1993,Shock Absorbers Large,,2.0,True,5252-1
4597,2647,5253,1,Miscellaneous,Service Packs,1989,"Cross Axles Sizes 2, 3, 4 and 6",,12.0,True,5253-1
4598,2648,5254,1,Miscellaneous,Service Packs,1989,"Cross Axles Sizes 8, 10 and 12",,9.0,True,5254-1
4599,2649,5255,1,Miscellaneous,Service Packs,1990,Connector Pegs,,30.0,True,5255-1
4600,2650,5256,1,Miscellaneous,Service Packs,1989,Suspension Pack,,12.0,True,5256-1
4601,2651,5257,1,Miscellaneous,Service Packs,1990,"Connector Pegs, Toggle Joints and Wheels",,25.0,True,5257-1
4602,2652,5258,1,Miscellaneous,Service Packs,1990,"Crown Wheels, Gear Racks, Point Wheels, Worm Gears",,10.0,True,5258-1
4603,2653,5259,1,Miscellaneous,Service Packs,1990,"Universal Joint, Rubber Bands and Wheels",,12.0,True,5259-1
4604,2654,5260,1,Miscellaneous,Service Packs,1990,Connecting Rods and Stop Bushes,,32.0,True,5260-1
4605,2655,5261,1,Miscellaneous,Service Packs,1990,Plates and Gear Racks,,14.0,True,5261-1
4606,2656,5262,1,Miscellaneous,Service Packs,1990,Gear Wheels,,9.0,True,5262-1
4607,2657,5263,1,Miscellaneous,Service Packs,1990,"Universal Joint, Differential Housing and Point Wheels",,6.0,True,5263-1
4608,2658,5264,1,Miscellaneous,Service Packs,1989,Rotors and Bush / Cross Axles,,24.0,True,5264-1
4609,2659,5265,1,Miscellaneous,Service Packs,1989,Wheels with 43 and 24 mm Tyres,,16.0,True,5265-1
4610,2660,5266,1,Miscellaneous,Service Packs,1989,"Gear Racks, Gear Wheels and Pulley Wheels",,22.0,True,5266-1
4611,2661,5267,1,Miscellaneous,Service Packs,1993,Assorted Cross Axles,,16.0,True,5267-1
4612,2662,5268,1,Miscellaneous,Service Packs,1995,Small Low Profile Tyres,,8.0,True,5268-1
4613,2663,5269,1,Miscellaneous,Service Packs,1995,Lift-Arms and Triangles,,12.0,True,5269-1
4614,2664,5270,1,Miscellaneous,Service Packs,1987,2 Tyres and Hubs 43 mm,,4.0,True,5270-1
